danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence
0.375,0.461,0.0279,0.627,0.0,0.386,0.233
0.759,0.803,0.277,0.41300000000000003,0.0,0.362,0.895
0.81,0.93,0.294,0.398,3.3199999999999996e-06,0.0796,0.936
0.47800000000000004,0.516,0.0267,0.403,0.0,0.0823,0.376
0.687,0.781,0.053,0.0361,0.0,0.0755,0.6880000000000001
0.294,0.327,0.050300000000000004,0.811,0.0036000000000000003,0.111,0.184
0.871,0.749,0.32,0.40700000000000003,5.45e-06,0.128,0.756
0.802,0.59,0.049300000000000004,0.0874,0.0,0.275,0.687
0.62,0.559,0.441,0.324,0.0,0.111,0.325
0.624,0.115,0.0446,0.9410000000000001,3.47e-05,0.11,0.28700000000000003
0.719,0.676,0.136,0.304,0.0,0.131,0.548
0.686,0.856,0.0426,0.0896,0.0,0.0648,0.733
0.731,0.746,0.031100000000000003,0.0010400000000000001,5.73e-06,0.117,0.555
0.624,0.633,0.442,0.47900000000000004,6.240000000000001e-05,0.22,0.625
0.839,0.809,0.196,0.578,0.0,0.0896,0.63
0.554,0.8,0.0395,0.11900000000000001,0.0,0.629,0.463
0.502,0.168,0.048600000000000004,0.885,0.0,0.111,0.355
0.6950000000000001,0.54,0.049300000000000004,0.299,0.0,0.367,0.41500000000000004
0.722,0.745,0.256,0.247,0.0,0.419,0.52
0.773,0.5660000000000001,0.279,0.184,0.0,0.164,0.262
0.5670000000000001,0.666,0.0623,0.355,3.9e-06,0.109,0.5710000000000001
0.65,0.879,0.0424,0.127,0.000164,0.313,0.9470000000000001
0.717,0.444,0.18,0.0196,0.00031499999999999996,0.114,0.116
0.836,0.6900000000000001,0.123,0.0142,1.22e-05,0.112,0.586
0.723,0.713,0.241,0.495,0.0,0.513,0.803
0.888,0.552,0.229,0.0026300000000000004,1.82e-06,0.17200000000000001,0.47800000000000004
0.5670000000000001,0.613,0.47700000000000004,0.578,0.0,0.126,0.581
0.719,0.648,0.125,0.2,0.0,0.127,0.66
0.461,0.683,0.111,0.269,0.0,0.339,0.624
0.783,0.627,0.10200000000000001,0.007560000000000001,0.0,0.0606,0.48
0.797,0.713,0.279,0.06960000000000001,0.0,0.0694,0.464
0.673,0.405,0.0499,0.201,0.0,0.0748,0.317
0.891,0.434,0.131,0.459,2.21e-06,0.0857,0.543
0.583,0.6890000000000001,0.132,0.251,0.0,0.0791,0.932
0.5630000000000001,0.43,0.244,0.186,0.00014099999999999998,0.117,0.038200000000000005
0.523,0.8260000000000001,0.07690000000000001,0.004580000000000001,0.0,0.09340000000000001,0.581
0.6930000000000001,0.447,0.049800000000000004,0.0522,0.0,0.0869,0.6910000000000001
0.661,0.511,0.304,0.0027700000000000003,0.0,0.608,0.4
0.873,0.686,0.374,0.0022500000000000003,0.0,0.0317,0.677
0.801,0.6900000000000001,0.061500000000000006,0.845,6.07e-06,0.241,0.7020000000000001
0.926,0.776,0.22,0.00283,0.0,0.0893,0.926
0.6990000000000001,0.509,0.106,0.176,0.0,0.049100000000000005,0.674
0.932,0.462,0.0964,0.514,0.0,0.14,0.8290000000000001
0.724,0.782,0.41600000000000004,0.37,3.32e-05,0.132,0.762
0.713,0.5750000000000001,0.050100000000000006,0.006690000000000001,0.0,0.169,0.189
0.595,0.588,0.062400000000000004,0.507,0.781,0.113,0.518
0.742,0.648,0.252,0.559,0.0298,0.11,0.704
0.797,0.881,0.19,0.052500000000000005,3.820000000000001e-05,0.09480000000000001,0.485
0.762,0.643,0.032100000000000004,0.0632,0.0,0.355,0.705
0.746,0.805,0.333,0.0961,0.0,0.326,0.683
0.837,0.556,0.08370000000000001,0.311,0.0,0.176,0.399
0.6000000000000001,0.602,0.352,0.376,0.0,0.133,0.676
0.643,0.546,0.41400000000000003,0.106,0.0,0.066,0.8170000000000001
0.872,0.52,0.0618,0.715,0.0,0.09820000000000001,0.736
0.611,0.8160000000000001,0.0592,0.0292,0.0,0.0825,0.589
0.707,0.6910000000000001,0.0455,0.013600000000000001,0.021,0.14200000000000002,0.354
0.687,0.917,0.156,0.0324,0.0,0.0971,0.09290000000000001
0.501,0.889,0.0432,0.0117,0.0,0.121,0.323
0.446,0.8320000000000001,0.0596,0.00033099999999999997,0.000784,0.203,0.558
0.7000000000000001,0.49,0.076,0.186,0.0,0.117,0.5690000000000001
0.493,0.858,0.0641,0.0115,1.3e-06,0.292,0.391
0.6990000000000001,0.869,0.0393,0.035,0.031,0.0965,0.591
0.645,0.47500000000000003,0.07,0.726,0.00029,0.263,0.463
0.722,0.796,0.029,0.000926,5.18e-05,0.196,0.933
0.548,0.61,0.0965,0.07540000000000001,0.0,0.203,0.317
0.372,0.881,0.314,0.019,0.0,0.296,0.47400000000000003
0.461,0.908,0.07680000000000001,0.013300000000000001,1.4e-06,0.309,0.636
0.797,0.873,0.049800000000000004,0.020800000000000003,9.83e-05,0.0689,0.14300000000000002
0.483,0.039400000000000004,0.053700000000000005,0.922,0.0125,0.112,0.146
0.524,0.8170000000000001,0.0596,0.124,0.148,0.66,0.107
0.835,0.551,0.0378,0.324,1.6099999999999998e-06,0.0695,0.6970000000000001
0.38,0.54,0.0368,0.013800000000000002,0.757,0.07390000000000001,0.0649
0.436,0.255,0.0364,0.9550000000000001,3.2800000000000004e-05,0.106,0.15
0.32,0.858,0.052500000000000005,0.0013800000000000002,0.851,0.34500000000000003,0.47400000000000003
0.687,0.28800000000000003,0.045,0.863,0.0,0.09860000000000001,0.308
0.761,0.554,0.0432,0.226,0.00023,0.181,0.381
0.734,0.272,0.0438,0.582,0.0,0.121,0.525
0.544,0.8170000000000001,0.046400000000000004,0.035300000000000005,0.0,0.07490000000000001,0.47000000000000003
0.782,0.528,0.053200000000000004,0.40900000000000003,7.890000000000001e-05,0.0999,0.389
0.739,0.47100000000000003,0.0751,0.632,0.0,0.34600000000000003,0.594
0.535,0.979,0.0597,0.0006659999999999999,0.0,0.084,0.432
0.71,0.525,0.311,0.08270000000000001,0.0,0.0661,0.903
0.6930000000000001,0.935,0.224,0.18,0.0,0.179,0.391
0.764,0.672,0.029300000000000003,0.07200000000000001,3.3199999999999996e-06,0.0806,0.789
0.737,0.5640000000000001,0.105,0.436,0.0,0.35100000000000003,0.528
0.403,0.159,0.10400000000000001,0.961,0.012100000000000001,0.34,0.0381
0.489,0.687,0.0333,0.14,0.731,0.131,0.187
0.489,0.979,0.121,0.0005300000000000001,1.3100000000000002e-05,0.08510000000000001,0.309
0.632,0.857,0.0504,0.00177,0.000154,0.259,0.483
0.56,0.802,0.0373,0.0863,0.0,0.116,0.423
0.514,0.313,0.0558,0.9,0.0,0.11900000000000001,0.5640000000000001
0.9430000000000001,0.524,0.178,0.0456,3.0799999999999997e-06,0.09870000000000001,0.41100000000000003
0.886,0.651,0.222,0.188,0.0,0.11,0.47600000000000003
0.811,0.552,0.111,0.113,1.1899999999999998e-06,0.0918,0.618
0.437,0.855,0.0683,0.0694,0.0,0.0523,0.48
0.775,0.327,0.0557,0.841,0.0,0.0821,0.595
0.647,0.642,0.0743,0.262,0.0,0.134,0.48
0.639,0.459,0.321,0.133,0.0,0.12,0.775
0.552,0.708,0.0366,0.008530000000000001,0.0,0.09,0.52
0.647,0.612,0.06810000000000001,0.08710000000000001,0.0,0.294,0.615
0.56,0.707,0.07,0.264,0.000268,0.108,0.341
0.609,0.65,0.0342,0.09910000000000001,0.0,0.074,0.448
0.657,0.492,0.136,0.392,0.0,0.425,0.193
0.797,0.839,0.148,0.0143,2.4200000000000002e-05,0.116,0.675
0.652,0.768,0.0528,0.13,0.0,0.138,0.492
0.661,0.766,0.0609,0.2,0.0,0.08080000000000001,0.582
0.775,0.635,0.28,0.094,0.0,0.279,0.554
0.658,0.871,0.37,0.0661,0.0,0.064,0.962
0.584,0.8310000000000001,0.0631,0.159,0.0,0.14400000000000002,0.359
0.765,0.468,0.245,0.616,0.000206,0.095,0.447
0.554,0.429,0.0334,0.0405,0.0,0.23,0.195
0.895,0.787,0.20600000000000002,0.43,0.0,0.07930000000000001,0.752
0.742,0.612,0.08310000000000001,0.08650000000000001,0.0,0.0441,0.6910000000000001
0.861,0.654,0.064,0.015600000000000001,0.644,0.0951,0.751
0.6940000000000001,0.806,0.0599,0.054200000000000005,0.0,0.0927,0.664
0.908,0.596,0.367,0.0896,1.7000000000000003e-05,0.308,0.917
0.781,0.726,0.0526,0.0149,1.88e-05,0.20500000000000002,0.605
0.52,0.738,0.302,0.21,0.0,0.148,0.6980000000000001
0.679,0.871,0.0517,0.052700000000000004,0.0,0.335,0.837
0.521,0.835,0.0728,0.025900000000000003,0.00011,0.091,0.482
0.714,0.657,0.11800000000000001,0.08020000000000001,0.0,0.35000000000000003,0.725
0.466,0.789,0.0663,0.0146,0.0,0.0637,0.36
0.8280000000000001,0.724,0.07150000000000001,0.0424,1.68e-06,0.468,0.896
0.561,0.811,0.0403,0.194,6.13e-05,0.309,0.34
0.907,0.707,0.185,0.00983,0.444,0.166,0.5660000000000001
0.5760000000000001,0.93,0.09190000000000001,0.025400000000000002,4.749999999999999e-06,0.491,0.804
0.583,0.21,0.0402,0.721,5.8899999999999995e-06,0.111,0.314
0.707,0.9510000000000001,0.178,0.0641,0.0,0.128,0.327
0.789,0.47200000000000003,0.0352,0.449,0.0,0.0969,0.835
0.533,0.462,0.41600000000000004,0.221,0.0,0.114,0.462
0.519,0.796,0.0663,0.0036100000000000004,0.000788,0.08700000000000001,0.201
0.381,0.75,0.309,0.0683,0.0,0.34900000000000003,0.56
0.861,0.8150000000000001,0.0504,0.263,0.146,0.0477,0.771
0.737,0.775,0.039900000000000005,0.0945,0.34900000000000003,0.191,0.306
0.587,0.647,0.0945,0.252,0.0,0.109,0.596
0.639,0.7030000000000001,0.0794,0.0889,1.78e-06,0.08650000000000001,0.138
0.7000000000000001,0.911,0.056,0.0137,0.65,0.163,0.545
0.579,0.845,0.0408,0.13,0.0,0.20500000000000002,0.722
0.618,0.758,0.033600000000000005,0.008700000000000001,0.10200000000000001,0.147,0.14400000000000002
0.595,0.425,0.391,0.807,0.0,0.178,0.592
0.603,0.738,0.0646,0.037,2.24e-06,0.16,0.327
0.843,0.86,0.059300000000000005,0.0128,0.924,0.0703,0.527
0.6980000000000001,0.895,0.135,0.0631,0.0,0.217,0.751
0.656,0.655,0.024,0.02,0.00816,0.10300000000000001,0.555
0.495,0.633,0.294,0.511,0.00337,0.0927,0.738
0.6910000000000001,0.763,0.046400000000000004,0.0405,3.6700000000000004e-05,0.07830000000000001,0.771
0.9390000000000001,0.687,0.126,0.058,0.0,0.101,0.936
0.724,0.909,0.046200000000000005,0.0013000000000000002,0.0058000000000000005,0.135,0.611
0.878,0.424,0.47900000000000004,0.23800000000000002,0.0,0.14300000000000002,0.677
0.651,0.709,0.037,0.00461,0.00744,0.0771,0.126
0.61,0.6000000000000001,0.0376,0.0094,0.0395,0.123,0.219
0.835,0.587,0.322,0.203,2.8300000000000003e-05,0.101,0.423
0.9,0.762,0.037200000000000004,0.742,0.0024600000000000004,0.06810000000000001,0.802
0.6950000000000001,0.781,0.045200000000000004,0.018500000000000003,3.1200000000000006e-05,0.295,0.456
0.704,0.672,0.0451,0.0167,0.010400000000000001,0.1,0.655
0.663,0.442,0.0874,0.47700000000000004,2.5099999999999997e-06,0.179,0.649
0.4,0.845,0.08120000000000001,0.0024600000000000004,0.0,0.0732,0.601
0.597,0.713,0.0329,0.000949,2.6400000000000005e-05,0.11,0.37
0.808,0.481,0.0349,0.197,0.00019,0.12,0.34
0.628,0.877,0.046,0.0155,5.97e-06,0.113,0.721
0.468,0.792,0.042,0.232,0.0,0.0922,0.362
0.661,0.489,0.038400000000000004,0.301,0.0,0.274,0.111
0.8250000000000001,0.5740000000000001,0.0485,0.665,4.94e-06,0.0751,0.8240000000000001
0.661,0.786,0.0456,0.263,2.3e-05,0.14200000000000002,0.25
0.34600000000000003,0.501,0.0364,0.421,0.0,0.06570000000000001,0.299
0.761,0.781,0.14100000000000001,0.06810000000000001,0.108,0.060700000000000004,0.47300000000000003
0.712,0.6890000000000001,0.128,0.14100000000000001,0.0,0.657,0.49
0.593,0.8240000000000001,0.06330000000000001,0.0882,0.0,0.149,0.371
0.519,0.794,0.0419,0.0032700000000000003,0.0056,0.0974,0.114
0.785,0.318,0.0316,0.866,0.0,0.115,0.424
0.503,0.494,0.0412,0.326,0.000481,0.0954,0.113
0.522,0.531,0.215,0.093,0.0,0.43,0.149
0.774,0.513,0.342,0.32,0.00010499999999999999,0.08660000000000001,0.51
0.5630000000000001,0.664,0.0352,0.015,8.949999999999999e-06,0.0935,0.228
0.528,0.608,0.028300000000000002,0.0364,0.0194,0.112,0.0946
0.9490000000000001,0.683,0.0946,0.0199,0.0,0.171,0.887
0.685,0.9440000000000001,0.092,0.006750000000000001,0.017400000000000002,0.181,0.781
0.638,0.6990000000000001,0.0892,0.020300000000000002,0.0,0.0879,0.5700000000000001
0.644,0.616,0.0391,0.0927,0.0,0.105,0.467
0.668,0.638,0.0663,0.0403,0.152,0.0648,0.722
0.719,0.8180000000000001,0.0424,0.167,0.000107,0.0362,0.761
0.658,0.937,0.038900000000000004,0.0102,0.329,0.169,0.342
0.616,0.784,0.0741,0.0509,4.589999999999999e-06,0.06620000000000001,0.248
0.738,0.881,0.053700000000000005,0.093,0.38,0.296,0.662
0.533,0.71,0.23700000000000002,0.147,0.0,0.10200000000000001,0.328
0.485,0.655,0.035300000000000005,0.178,0.0,0.164,0.377
0.771,0.804,0.11,0.194,3.58e-06,0.0781,0.625
0.395,0.443,0.133,0.765,9.669999999999999e-06,0.0839,0.338
0.55,0.767,0.024800000000000003,0.00141,3.07e-06,0.14300000000000002,0.601
0.621,0.543,0.0268,0.705,0.0,0.147,0.231
0.909,0.785,0.0637,0.248,3.5499999999999995e-06,0.228,0.903
0.602,0.642,0.211,0.0131,5.33e-06,0.0668,0.54
0.907,0.749,0.0978,0.07200000000000001,6.13e-06,0.106,0.8190000000000001
0.7020000000000001,0.778,0.0287,0.302,0.0,0.126,0.879
0.77,0.837,0.14,0.164,4.07e-06,0.07930000000000001,0.887
0.851,0.683,0.12,0.319,2.5e-05,0.105,0.771
0.534,0.725,0.046,0.091,0.0,0.0264,0.55
0.492,0.791,0.0703,0.00816,1.8700000000000004e-05,0.11,0.585
0.606,0.737,0.032100000000000004,0.134,0.0,0.057,0.65
0.664,0.396,0.0843,0.187,4.0300000000000004e-05,0.11,0.36
0.638,0.91,0.0402,0.0492,0.005110000000000001,0.137,0.539
0.512,0.841,0.0309,0.0424,0.000257,0.113,0.33
0.922,0.927,0.105,0.28300000000000003,0.0033100000000000004,0.719,0.796
0.437,0.5650000000000001,0.0466,0.6970000000000001,0.0,0.11900000000000001,0.306
0.447,0.538,0.033800000000000004,0.11900000000000001,0.0,0.188,0.453
0.652,0.47200000000000003,0.039900000000000005,0.158,0.0,0.121,0.24
0.76,0.592,0.177,0.0246,0.0,0.125,0.678
0.524,0.643,0.0297,0.451,0.0,0.221,0.397
0.585,0.863,0.040100000000000004,0.0446,0.0,0.0937,0.788
0.686,0.618,0.0375,0.403,0.0,0.15,0.485
0.614,0.727,0.0443,0.0072900000000000005,0.0006349999999999999,0.111,0.629
0.516,0.481,0.025400000000000002,0.008650000000000001,1.18e-05,0.226,0.196
0.597,0.8,0.044700000000000004,0.09,0.0,0.09340000000000001,0.48
0.584,0.539,0.0611,0.432,2.8200000000000004e-05,0.108,0.514
0.5720000000000001,0.336,0.0346,0.59,0.0,0.14200000000000002,0.249
0.54,0.833,0.031200000000000002,0.0179,0.000126,0.17300000000000001,0.649
0.798,0.664,0.179,0.067,4.21e-05,0.09870000000000001,0.159
0.5710000000000001,0.8140000000000001,0.0444,0.139,0.0,0.0755,0.484
0.54,0.87,0.0487,0.0678,0.0,0.12,0.494
0.523,0.763,0.038200000000000005,0.028200000000000003,0.0,0.14400000000000002,0.652
0.681,0.58,0.06860000000000001,0.65,2.62e-06,0.159,0.486
0.614,0.333,0.0325,0.645,0.0,0.0819,0.661
0.7030000000000001,0.842,0.0687,0.0872,8.220000000000001e-06,0.0599,0.715
0.662,0.794,0.0533,0.171,0.0,0.0883,0.641
0.788,0.775,0.093,0.076,0.0,0.123,0.454
0.686,0.738,0.28700000000000003,0.0703,0.0,0.0505,0.45
0.644,0.588,0.0844,0.62,9.189999999999998e-06,0.109,0.319
0.633,0.891,0.031100000000000003,0.0296,0.778,0.116,0.427
0.667,0.92,0.07730000000000001,0.007520000000000001,0.00232,0.126,0.146
0.62,0.803,0.0536,0.0881,0.000155,0.1,0.717
0.678,0.729,0.0441,0.00495,2.4999999999999998e-06,0.019,0.59
0.737,0.557,0.394,0.215,0.0,0.17300000000000001,0.459
0.8260000000000001,0.735,0.0383,0.511,2.2300000000000003e-05,0.258,0.8280000000000001
0.711,0.605,0.031,0.0396,2.29e-05,0.10400000000000001,0.807
0.444,0.796,0.111,0.326,2.08e-06,0.161,0.354
0.835,0.495,0.522,0.561,0.000206,0.10300000000000001,0.426
0.836,0.622,0.0946,0.00269,0.000566,0.335,0.892
0.645,0.435,0.0429,0.44,0.0,0.105,0.203
0.811,0.781,0.042800000000000005,0.376,0.001,0.121,0.8240000000000001
0.378,0.334,0.304,0.776,0.0,0.115,0.496
0.803,0.588,0.051800000000000006,0.014400000000000001,0.374,0.195,0.495
0.7000000000000001,0.782,0.054200000000000005,0.449,0.0,0.14300000000000002,0.68
0.617,0.668,0.109,0.384,5.35e-06,0.08070000000000001,0.852
0.594,0.704,0.0626,0.334,1.75e-06,0.14200000000000002,0.353
0.679,0.742,0.032100000000000004,0.012,0.09770000000000001,0.221,0.6950000000000001
0.53,0.593,0.0545,0.385,0.0,0.314,0.538
0.911,0.656,0.321,0.0115,9.339999999999999e-06,0.101,0.81
0.655,0.5720000000000001,0.053500000000000006,0.646,1.81e-06,0.07740000000000001,0.403
0.649,0.73,0.0318,0.045200000000000004,0.0,0.497,0.399
0.532,0.492,0.0307,0.292,0.0,0.0889,0.225
0.374,0.778,0.0363,0.1,0.199,0.107,0.484
0.541,0.799,0.036000000000000004,0.007200000000000001,0.0,0.101,0.663
0.714,0.73,0.0438,0.0256,0.0,0.177,0.873
0.651,0.535,0.06,0.125,0.184,0.158,0.5650000000000001
0.494,0.749,0.185,0.24,0.0,0.126,0.271
0.368,0.722,0.037700000000000004,0.754,0.016800000000000002,0.09340000000000001,0.242
0.614,0.842,0.0653,0.0048000000000000004,0.0,0.0869,0.641
0.433,0.88,0.0459,0.0005300000000000001,0.11800000000000001,0.124,0.39
0.75,0.9,0.0567,0.281,1.6600000000000004e-05,0.0707,0.134
0.528,0.453,0.0396,0.355,1.06e-06,0.10400000000000001,0.281
0.651,0.9490000000000001,0.050800000000000005,0.004070000000000001,0.0069500000000000004,0.1,0.7000000000000001
0.6880000000000001,0.742,0.049600000000000005,0.009120000000000001,1.37e-06,0.186,0.74
0.639,0.401,0.0341,0.20400000000000001,0.013800000000000002,0.11,0.24
0.531,0.797,0.261,0.0902,0.0,0.39,0.556
0.746,0.804,0.033800000000000004,0.315,0.006690000000000001,0.10400000000000001,0.89
0.47300000000000003,0.665,0.024,0.323,0.0424,0.0947,0.892
0.773,0.742,0.046,0.0206,0.0,0.07540000000000001,0.5710000000000001
0.635,0.634,0.356,0.195,0.000107,0.198,0.224
0.723,0.633,0.0332,0.0551,1.93e-05,0.0665,0.498
0.605,0.843,0.0505,0.00782,4.509999999999999e-06,0.20500000000000002,0.744
0.558,0.546,0.0261,0.234,0.0,0.227,0.4
0.687,0.336,0.0456,0.0755,0.0,0.126,0.215
0.586,0.47400000000000003,0.18,0.334,0.0,0.11800000000000001,0.146
0.617,0.626,0.0268,0.798,4.69e-06,0.12,0.34500000000000003
0.528,0.658,0.0318,0.111,0.0,0.135,0.56
0.883,0.446,0.296,0.0253,0.0,0.10300000000000001,0.463
0.538,0.512,0.0262,0.22,0.0,0.101,0.12
0.494,0.782,0.0409,0.0443,0.0,0.0921,0.44
0.312,0.459,0.0329,0.8160000000000001,0.0,0.11800000000000001,0.494
0.843,0.671,0.22,0.0517,0.0,0.28600000000000003,0.56
0.727,0.736,0.031900000000000005,0.0523,0.0,0.11900000000000001,0.717
0.787,0.65,0.0472,0.07150000000000001,0.0,0.115,0.398
0.5700000000000001,0.395,0.0325,0.719,0.0,0.14400000000000002,0.13
0.633,0.392,0.0698,0.746,9.61e-05,0.375,0.262
0.365,0.541,0.0304,0.0419,2.25e-06,0.281,0.329
0.861,0.27,0.0616,0.301,0.00288,0.124,0.608
0.626,0.505,0.152,0.583,4.93e-05,0.884,0.737
0.553,0.609,0.046900000000000004,0.151,0.0,0.112,0.47100000000000003
0.5730000000000001,0.892,0.24,0.10300000000000001,0.0,0.17500000000000002,0.799
0.882,0.665,0.496,0.054400000000000004,0.0,0.146,0.368
0.6890000000000001,0.592,0.0235,0.101,0.00867,0.11,0.919
0.636,0.866,0.0553,0.243,5.42e-06,0.371,0.963
0.8280000000000001,0.766,0.331,0.0383,0.0,0.65,0.719
0.91,0.67,0.392,0.266,6.85e-05,0.045200000000000004,0.786
0.916,0.718,0.154,0.035,2.2300000000000003e-05,0.305,0.515
0.627,0.798,0.159,0.454,0.0,0.247,0.683
0.89,0.8310000000000001,0.23800000000000002,0.0154,0.0,0.27,0.632
0.801,0.764,0.09860000000000001,0.109,1.62e-05,0.247,0.578
0.841,0.421,0.181,0.41500000000000004,0.0,0.198,0.534
0.9540000000000001,0.6980000000000001,0.251,0.00551,0.0,0.06280000000000001,0.85
0.526,0.749,0.396,0.033800000000000004,0.0,0.17300000000000001,0.489
0.616,0.655,0.0925,0.28,0.0,0.137,0.547
0.648,0.725,0.266,0.063,0.0,0.111,0.5630000000000001
0.34500000000000003,0.9410000000000001,0.0466,3.8400000000000005e-05,0.633,0.0511,0.40700000000000003
0.588,0.448,0.0545,0.793,0.5670000000000001,0.0931,0.547
0.728,0.467,0.058100000000000006,0.281,0.0,0.10300000000000001,0.339
0.964,0.771,0.311,0.00451,1.58e-06,0.432,0.468
0.799,0.892,0.0358,0.0189,0.0013100000000000002,0.0591,0.934
0.759,0.596,0.339,0.033600000000000005,0.0,0.319,0.657
0.682,0.798,0.401,0.101,0.0,0.112,0.6940000000000001
0.773,0.629,0.028300000000000002,0.606,1.11e-06,0.189,0.589
0.745,0.637,0.312,0.187,0.0,0.114,0.424
0.925,0.482,0.217,0.0103,0.0,0.107,0.122
0.84,0.761,0.08710000000000001,0.34500000000000003,0.0,0.122,0.619
0.8290000000000001,0.8220000000000001,0.23800000000000002,0.06910000000000001,0.000363,0.551,0.552
0.909,0.601,0.402,0.0504,0.0,0.106,0.623
0.764,0.41000000000000003,0.425,0.254,1.05e-06,0.098,0.219
0.589,0.675,0.26,0.672,0.0,0.224,0.777
0.443,0.731,0.255,0.289,0.0,0.20700000000000002,0.9560000000000001
0.49,0.406,0.0465,0.712,0.0,0.293,0.302
0.655,0.731,0.0648,0.106,0.0,0.127,0.47000000000000003
0.651,0.677,0.138,0.197,0.0,0.247,0.324
0.71,0.639,0.0367,0.0443,0.0151,0.231,0.869
0.73,0.54,0.052000000000000005,0.363,0.0,0.16,0.327
0.579,0.8180000000000001,0.353,0.375,0.0,0.181,0.681
0.704,0.6980000000000001,0.306,0.23800000000000002,0.0,0.109,0.61
0.6940000000000001,0.856,0.222,0.00198,0.00018899999999999999,0.67,0.486
0.8270000000000001,0.899,0.301,0.058800000000000005,2.1099999999999997e-06,0.129,0.871
0.685,0.226,0.371,0.552,0.0,0.23500000000000001,0.361
0.556,0.783,0.059000000000000004,0.148,0.0,0.0522,0.671
0.644,0.648,0.11800000000000001,0.276,0.0,0.135,0.44
0.51,0.599,0.0661,0.47300000000000003,0.0,0.188,0.17200000000000001
0.733,0.886,0.0426,0.048100000000000004,1.81e-06,0.191,0.6960000000000001
0.787,0.748,0.07970000000000001,0.5710000000000001,0.0,0.214,0.7030000000000001
0.732,0.525,0.0839,0.0645,7.190000000000001e-05,0.186,0.732
0.6970000000000001,0.836,0.0437,0.133,4.46e-06,0.07540000000000001,0.631
0.924,0.523,0.132,0.011,0.0,0.17,0.14400000000000002
0.679,0.764,0.0391,0.031,9.05e-06,0.0951,0.47100000000000003
0.761,0.9390000000000001,0.0729,0.0594,0.00158,0.0843,0.88
0.643,0.762,0.0373,0.052500000000000005,0.0,0.34500000000000003,0.399
0.625,0.855,0.040100000000000004,0.0032400000000000003,0.0,0.742,0.303
0.743,0.986,0.0761,0.0262,0.262,0.337,0.612
0.735,0.74,0.055200000000000006,0.111,0.0,0.032,0.553
0.81,0.767,0.27,0.0329,1.07e-06,0.337,0.47200000000000003
0.593,0.804,0.0707,0.0453,0.0,0.367,0.381
0.784,0.781,0.211,0.0135,0.0,0.295,0.675
0.753,0.777,0.32,0.07250000000000001,0.000714,0.125,0.669
0.778,0.682,0.226,0.0902,5.27e-05,0.122,0.604
0.741,0.76,0.044700000000000004,0.41500000000000004,4.27e-06,0.095,0.588
0.674,0.5680000000000001,0.060700000000000004,0.10300000000000001,0.09090000000000001,0.389,0.61
0.72,0.792,0.044700000000000004,0.147,2.16e-06,0.145,0.845
0.8130000000000001,0.481,0.231,0.217,0.0,0.0931,0.842
0.541,0.52,0.025500000000000002,0.322,0.00017,0.0981,0.339
0.676,0.388,0.138,0.535,0.0,0.12,0.443
0.524,0.754,0.127,0.0332,0.0,0.08420000000000001,0.683
0.615,0.865,0.0339,0.0329,0.008490000000000001,0.099,0.645
0.658,0.522,0.0381,0.326,0.0,0.131,0.366
0.5660000000000001,0.581,0.043000000000000003,0.216,0.0,0.0853,0.152
0.646,0.782,0.053500000000000006,0.11900000000000001,0.0,0.07440000000000001,0.74
0.597,0.304,0.0371,0.8290000000000001,5.77e-05,0.122,0.156
0.40900000000000003,0.886,0.084,0.000567,0.00474,0.117,0.498
0.713,0.582,0.165,0.364,1.3e-06,0.20800000000000002,0.933
0.48,0.719,0.0303,0.00283,0.0,0.10200000000000001,0.168
0.686,0.8140000000000001,0.051000000000000004,0.0125,1.6600000000000004e-05,0.358,0.646
0.647,0.7010000000000001,0.0375,0.039400000000000004,0.00014199999999999998,0.0765,0.8130000000000001
0.289,0.363,0.0361,0.404,0.0,0.10200000000000001,0.133
0.607,0.418,0.0363,0.394,0.0,0.182,0.386
0.5650000000000001,0.28400000000000003,0.0286,0.023,0.098,0.113,0.314
0.397,0.41300000000000003,0.0342,0.47700000000000004,0.0,0.0835,0.492
0.456,0.522,0.0332,0.258,0.0028100000000000004,0.123,0.498
0.6910000000000001,0.561,0.0631,0.176,0.00012299999999999998,0.662,0.34900000000000003
0.425,0.393,0.17300000000000001,0.658,3.7999999999999996e-06,0.108,0.199
0.436,0.709,0.10300000000000001,0.0229,0.0056700000000000006,0.07680000000000001,0.28300000000000003
0.7030000000000001,0.558,0.0799,0.265,0.0,0.066,0.42
0.6990000000000001,0.615,0.132,0.268,0.0,0.46900000000000003,0.404
0.759,0.886,0.187,0.0103,2.04e-05,0.342,0.489
0.653,0.871,0.051500000000000004,0.0064800000000000005,0.0106,0.39,0.266
0.6880000000000001,0.887,0.0318,0.108,0.0166,0.133,0.466
0.6940000000000001,0.8280000000000001,0.033600000000000005,0.039900000000000005,0.0,0.0796,0.40700000000000003
0.6970000000000001,0.7010000000000001,0.14200000000000002,0.393,0.020800000000000003,0.28,0.41000000000000003
0.8,0.837,0.049100000000000005,0.00406,0.0031300000000000004,0.09040000000000001,0.7020000000000001
0.747,0.446,0.0603,0.225,0.0,0.155,0.642
0.73,0.743,0.0381,0.117,0.0,0.234,0.964
0.649,0.618,0.0779,0.021500000000000002,1.16e-06,0.0911,0.381
0.6890000000000001,0.797,0.128,0.053700000000000005,0.0,0.212,0.855
0.8,0.641,0.185,0.005540000000000001,0.0,0.06620000000000001,0.917
